slice_index,station,cx,cy,axis_a,axis_b,theta,equivalent_radius,candidate_aspect,inlier_ratio,perimeter_completeness,soil_inside_points,soil_inside_point_frac,soil_inside_pixels,void_outside_pixels,soil_inside_frac,void_outside_frac,balanced_accuracy,cavity_quality,regularized_cx,regularized_cy,regularized_axis_a,regularized_axis_b,regularized_theta,regularized_equivalent_radius
0,-0.5679392218589783,-0.004719494061736989,0.012708263044763975,0.019117845843678177,0.05901530207082327,1.6328460058764311,0.03358936509385226,1.9247364134448535,0.555,1.0,4795,0.5013068478829065,48,862,0.96,0.9189765458422174,0.060511727078891256,0.27677469942498695,-0.0037637974029870055,0.01516074698345805,0.029257832954796576,0.040103347411032664,1.7270874626592432,0.03425400764115299
1,-0.44793922185897816,0.0017554114174327916,0.013136794356126413,0.019028854549749338,0.05431204511714112,1.5439181407303482,0.03214803270549385,1.924451779345154,0.5983333333333334,1.0,4599,0.48106694560669455,50,846,1.0,0.9019189765458422,0.04904051172707889,0.3104949442119945,0.001992002702297288,0.011104497697406162,0.029937127644868968,0.03881095793997213,1.7259438061928047,0.03408648708606662
2,-0.31793922185897805,-0.0009295264172226309,0.0001781884049077447,0.05517652864538682,0.03261788736561004,0.04984278426843904,0.04242336380557986,2.0059826377363272,0.6066666666666667,1.0,8002,0.8437368199072122,92,850,1.0,0.9486607142857143,0.025669642857142856,0.09479966258962462,0.006447213420569186,0.007627159547298165,0.03060088932570439,0.03764777200335569,1.6768608898060653,0.03394194019843355
3,-0.19793922185897794,0.0014125282649079765,0.003438644633788837,0.05376296476917603,0.034634517632627884,-0.09617404547724107,0.043151527797754496,1.9533880100466146,0.605,1.0,8163,0.8432851239669421,99,838,0.9705882352941176,0.945823927765237,0.04179391847032267,0.09481250000000002,0.009601834751828688,0.004728732533134061,0.03124911799730284,0.036613789601183354,1.5798387134990246,0.033825266171543994
4,-0.07793922185897784,-0.003115982690498277,0.0007538585515190798,0.05637806193724881,0.03213394359747776,0.041369415303925794,0.04256347568545902,1.7624301861517884,0.63,1.0,7637,0.8646965579710145,88,865,0.9777777777777777,0.9632516703786191,0.029485275921801536,0.08524116847826085,0.011455866696075791,0.002409216654913851,0.031881813659664325,0.035709010733455115,1.434877277271683,0.03374119183097967
5,0.05206077814102228,0.01746138761287102,-0.001895878147775643,0.028759008868957915,0.04279924924357094,1.854841398119523,0.03508367125288625,1.1483015359195257,0.5916666666666667,1.0,2072,0.7722698471859858,89,839,0.8090909090909091,0.9555808656036446,0.11766411265272314,0.13474034041495841,0.012009309253310535,0.000668611912637539,0.03249897631278893,0.034933435400171076,1.241976581124043,0.03369422635399873
6,0.17206077814102239,0.01325133732783068,0.00012282930117380486,0.03119574564060054,0.030363775803209626,1.15454545429947,0.030776949599418537,1.1603512042213722,0.6133333333333333,1.0,1803,0.6692650334075724,134,750,0.8701298701298701,0.8992805755395683,0.11529477716528075,0.20285077951002226,0.010117459223506878,-0.0009850177608320483,0.033274462722945104,0.03410290956730952,0.8962531315299198,0.033686139481119065
7,0.3020607781410225,0.002869065359026816,-0.0008339254427456241,0.03680635593507065,0.030108743510809673,0.2534624361405611,0.03328953484830645,1.18969337702592,0.6033333333333334,1.0,4535,0.8159409859661749,120,820,0.9090909090909091,0.9579439252336449,0.06648258283772303,0.11104893846707448,0.008753039352632067,-0.0016484702362949584,0.03386100304275466,0.033694982181724384,0.6688589352761227,0.033777890611773456
8,0.4220607781410226,7.534569449779818e-05,-0.002220423461353386,0.03714896649427875,0.03175103126991364,-0.6009153811553773,0.03434411153028738,1.1727183493613762,0.5966666666666667,1.0,4680,0.8435472242249459,124,820,0.9253731343283582,0.9601873536299765,0.0572197560208326,0.09335015621244896,0.006538442632012651,-0.0015961627683594368,0.03437939370978521,0.033488614231621916,0.4346091164939683,0.03393108093568559
9,0.5420607781410227,0.001906323791782951,0.0006715874458305296,0.036584258657425796,0.03131273817323512,-0.22503085287626573,0.03384602358626319,1.17104070988838,0.7316666666666667,1.0,4661,0.8333631324870374,125,808,0.9191176470588235,0.9483568075117371,0.0662627727147197,0.12192264139698429,0.0034736690616486007,-0.000828095357025483,0.034829634724036634,0.033483805717002026,0.19350367518345335,0.034150091102276584
10,0.6720607781410228,-0.0008545901864270277,0.0006442221073807533,0.037640710945864096,0.031591954788563616,0.3132765873383757,0.03448396204630683,1.1865747790915366,0.7266666666666667,1.0,4762,0.8589466089466089,122,820,0.9104477611940298,0.9601873536299765,0.06468244258799678,0.10249879749879753,-0.00044128135846008363,0.0006557319977069029,0.03521172608550894,0.033680556637864706,-0.054457388655422045,0.0344376325368043
11,0.7920607781410229,-0.0007571548398502666,0.0020450210465981075,0.03686386805437068,0.03359074539647266,0.08948811689781513,0.03518927117948775,1.1541196020134572,0.6316666666666667,1.0,4847,0.8753837818313166,130,820,0.9154929577464789,0.9692671394799054,0.057619951386807845,0.07871591114321835,-0.005206408628313403,0.002855319295837714,0.03552566779420213,0.03407886699420996,-0.30927407502265813,0.03479474827670266
