slice_index,station,cx,cy,axis_a,axis_b,theta,equivalent_radius,candidate_aspect,inlier_ratio,perimeter_completeness,soil_inside_points,soil_inside_point_frac,soil_inside_pixels,void_outside_pixels,soil_inside_frac,void_outside_frac,balanced_accuracy,cavity_quality
94,0.4467953467369088,0.0018212152200693527,0.002376841266897884,0.058158640050059954,0.027023915376770725,1.6234157892585626,0.03964434596687009,1.953915967196098,0.665,1.0,2385,0.7634443021766966,283,3613,0.930921052631579,0.9660427807486631,0.051518083309878976,0.15730953905249678
95,0.4567953467369088,0.004328838133722159,0.0026485162179352042,0.02360796130432301,0.057571493150104264,0.05305217218399631,0.03686659168569504,1.9602428945483588,0.5983333333333334,1.0,2078,0.6766525561706285,249,3609,0.9360902255639098,0.9552673372154579,0.05432121861031615,0.19346955389124065
96,0.4667953467369088,2.8468484001224206e-05,-0.002116133861792994,0.059815102905497894,0.02719530248838666,1.6451990215483248,0.0403322428943518,2.0629652331221973,0.5983333333333334,1.0,2463,0.8091327201051248,275,3647,0.9417808219178082,0.9720149253731343,0.04310212635452872,0.11420225580376699
97,0.4767953467369088,0.0016936677853690112,-0.004021321542299782,0.06170613610831383,0.027134202110020735,1.5276916951479305,0.04091878258931265,2.1849331282662283,0.6333333333333333,1.0,2426,0.8027796161482462,263,3676,0.9326241134751773,0.9771398192450824,0.045118033639870145,0.12490624310611072
98,0.48679534673690883,-0.0009911320750034967,-0.0015944171058597007,0.060783315948987976,0.028219328053124326,1.5709051736858382,0.04141574981720355,2.063241505710219,0.6766666666666666,1.0,2530,0.8422103861517976,285,3653,0.95,0.9756944444444444,0.03715277777777778,0.10677097203728365
99,0.49679534673690884,-0.0007193140215026954,-0.0016308611584949571,0.060795020303813604,0.027994191799678568,1.57339897321895,0.0412541811074988,2.0374578528799354,0.7116666666666667,1.0,2529,0.8354806739345887,281,3648,0.9429530201342282,0.9738387613454351,0.041604109260168345,0.11708292038321771
100,0.5067953467369088,0.004053280675297093,0.011366742496060208,0.024967523632650288,0.058253608394664105,0.18616286626719822,0.03813723042226495,2.069401060636908,0.5466666666666666,1.0,2009,0.6604207758053912,253,3619,0.8971631205673759,0.9619883040935673,0.07042428766952843,0.18563664255971948
101,0.5167953467369089,-0.0003899482764650353,0.0030206150595480496,0.02601001370959207,0.056345635201590104,-0.06554411420113909,0.038282512248663,2.0287561308055646,0.605,1.0,2169,0.7215568862275449,284,3605,0.9403973509933775,0.9633885622661679,0.048107043370227344,0.16845808383233535
102,0.5267953467369089,0.002401483195268304,0.0028438853836397666,0.025871725686923523,0.055895622645099834,-0.046882565728031254,0.03802783475526596,2.090521700563281,0.6466666666666666,1.0,2107,0.7020993002332556,282,3589,0.9337748344370861,0.9591127739176911,0.05355619582261142,0.192642452515828
103,0.5367953467369089,0.0011634390730576477,-0.0006238489456195891,0.06064966341954601,0.026388603549129662,1.4971760966851753,0.0400057486289977,2.099966096282894,0.63,1.0,2334,0.779559118236473,264,3673,0.9496402877697842,0.9753053637812003,0.037527174224507805,0.13887775551102205
104,0.5467953467369089,-0.0002997523556194567,0.002586830595234266,0.061239271042653136,0.027024970783553547,1.5657391615863578,0.04068156229465405,2.0854516903274947,0.6466666666666666,1.0,2425,0.8134854075813486,264,3654,0.9428571428571428,0.9707757704569607,0.04318354334294823,0.12061276976406124
105,0.5567953467369089,0.0004363176193004126,-0.0015519007050099312,0.025997693069820627,0.0580898824710608,0.06024752206917716,0.038861329557087876,2.070229412310016,0.6233333333333333,1.0,2267,0.7524062396282775,266,3612,0.9366197183098591,0.9606382978723405,0.05137099190890021,0.15433344396504037
106,0.5667953467369089,-0.0026299519612800882,0.0021183481099626526,0.0588683200839418,0.027058859805423763,1.5044860002247475,0.039911271843079535,1.977996456006446,0.61,1.0,2399,0.7821975872187805,280,3615,0.9333333333333333,0.9655448717948718,0.05056089743589744,0.13285947179654387
107,0.5767953467369089,-0.00024863661455449334,0.0018639498197364137,0.058816630762116816,0.02780682773205316,1.5795370080354292,0.04044136396540009,2.0680432115705436,0.6416666666666667,1.0,2495,0.8177646673221894,290,3637,0.9477124183006536,0.972980203317282,0.03965368919103222,0.11693433846826179
108,0.5867953467369089,0.001418100915880665,0.003168153177920882,0.02741853743316076,0.059973497917691125,0.10781632712165164,0.040551024619037715,2.1138902211663577,0.5983333333333334,1.0,2429,0.793531525645214,281,3640,0.9429530201342282,0.9717031500266952,0.04267191491953834,0.12353697048894696
109,0.5967953467369089,0.0010223616777508943,-0.0025689407525124356,0.058689788234898496,0.02720481610695077,1.6211247571741743,0.039958039194713954,2.071955470400027,0.6966666666666667,1.0,2431,0.778169014084507,287,3622,0.944078947368421,0.9684491978609626,0.04373592738530819,0.15454225352112677
110,0.6067953467369089,-0.0024357284970382,-0.003717058500961153,0.05860087014955702,0.0285607836700211,1.631093724998361,0.04091071711931355,2.0561994429245583,0.6133333333333333,1.0,2474,0.8032467532467532,298,3611,0.9371069182389937,0.9691358024691358,0.04687863964593524,0.12067532467532469
111,0.616795346736909,0.0003140261219456757,-0.0009094657674190577,0.026287585740329845,0.05933118579995771,-0.11666887116413878,0.03949270355131222,2.0325608651527274,0.6116666666666667,1.0,2349,0.766644908616188,268,3641,0.9436619718309859,0.9683510638297872,0.04399348216961342,0.1427355308964317
112,0.626795346736909,0.0004919485653564606,-0.00020581975901201626,0.026555339487341463,0.0571283502685529,0.09067231104803705,0.03894948954393596,1.9211147861791475,0.6316666666666667,1.0,2300,0.746268656716418,286,3606,0.9470198675496688,0.9636557990379476,0.04466216670619175,0.16027363184079602
113,0.636795346736909,-0.002439145552477669,-0.010858047761122338,0.06156031715992554,0.023013913461650774,1.6401976320259841,0.03763965743455035,2.1445332870773854,0.6183333333333333,1.0,1974,0.651270207852194,214,3671,0.9067796610169492,0.9640231092436975,0.06459861486967669,0.21563125481139334
114,0.646795346736909,0.00031016781232004584,-0.00085606860288525,0.05909954217011187,0.026090320769563427,1.6047679093229053,0.039267365745012224,2.123315031880372,0.6733333333333333,1.0,2317,0.7505668934240363,266,3638,0.95,0.9665249734325186,0.0417375132837407,0.16795162509448225
115,0.656795346736909,0.0007026150208124621,-0.0034380700026118627,0.02560525394522261,0.06209205586584735,-0.07231375325126801,0.03987333518061877,2.0407616595746902,0.61,1.0,2372,0.7644215275539801,255,3672,0.9444444444444444,0.972972972972973,0.04129129129129129,0.14370286819207215
116,0.666795346736909,0.0007673434252179389,-0.00016398039226212633,0.026636213293405715,0.06255275279621235,0.02628559792726685,0.04081872689795203,2.018055525461922,0.5883333333333334,1.0,2476,0.8062520351676978,260,3690,0.948905109489051,0.9787798408488063,0.03615752483107127,0.11398838597633779
117,0.676795346736909,0.00021466055846040138,-0.0026167234174379684,0.05890678042393321,0.026641618150600996,1.4927567667094166,0.039615299450284684,2.020276683882393,0.6516666666666666,1.0,2408,0.7732819524727039,272,3632,0.9379310344827586,0.9675013319126265,0.04728381680230742,0.14774459430528794
118,0.686795346736909,-0.0010764501205185084,-0.001980262395409607,0.026412405347565022,0.05761673774143893,0.06374117031198342,0.039010211894210896,2.0840871696912697,0.71,1.0,2297,0.7528679121599475,280,3626,0.9395973154362416,0.9679658302189001,0.04621842717242912,0.17546378236643725
119,0.696795346736909,0.000968972679400253,0.0020507211744384976,0.05629117933149313,0.023200501673815148,1.79641978963704,0.03613839509858365,2.2431384055644563,0.575,1.0,1951,0.6398819285011479,249,3591,0.9291044776119403,0.9510063559322034,0.05994458322792816,0.20706789111183996
120,0.706795346736909,-0.00038263074615282525,-0.0006276841086884104,0.02717045142582363,0.05733530725126224,-0.055910040825905095,0.03946930681751447,2.2306646195279876,0.635,1.0,2335,0.7762632978723404,295,3616,0.9455128205128205,0.9689174705251876,0.04278485448099596,0.14207280585106385
121,0.716795346736909,5.218590862128998e-05,-0.003778412240302162,0.0601032888422665,0.02715155396481578,1.565033863920155,0.04039675346440242,2.0438016502675986,0.6766666666666666,1.0,2401,0.8006002000666889,267,3646,0.9468085106382979,0.9691653375863902,0.04201307588765595,0.13492719795487387
122,0.726795346736909,-0.0015776202702911567,-0.004260719154515076,0.025557931046993193,0.05717750442993161,0.0497515591666735,0.03822746023030225,2.013253057582523,0.6866666666666666,1.0,2175,0.7194839563347668,267,3621,0.9401408450704225,0.9630319148936171,0.04841362001798022,0.1926210166501268
123,0.736795346736909,0.00013925887880493528,-0.003058361984507404,0.021977552379718913,0.051698984450844705,0.21088592190642363,0.03370782014231584,2.0395249034342915,0.5633333333333334,1.0,1707,0.5611439842209073,254,3518,0.9202898550724637,0.9336518046709129,0.07302917012831164,0.24722222222222223
124,0.7467953467369091,0.00035661556255197816,0.0038176421663012865,0.026043718036804064,0.05987898362632586,0.1133586322738704,0.039490142642113084,2.107433533650791,0.5916666666666667,1.0,2370,0.7632850241545893,262,3642,0.9424460431654677,0.9670738183749337,0.04524006922979938,0.14005636070853467
125,0.7567953467369091,-0.0014920652964330217,0.0018493005853818915,0.023678464959600153,0.05811505505223184,-0.15879279450791237,0.03709548887236163,2.1146129364073922,0.64,1.0,2079,0.6791898072525319,244,3628,0.9312977099236641,0.9592808038075092,0.05471074313441331,0.2053185233583796
126,0.7667953467369091,-0.000286028919533883,-0.0010056240116581368,0.02720473112304614,0.058454270055246144,-0.10872585040495053,0.03987772184875785,2.094383699720213,0.6,1.0,2381,0.7816808929743927,286,3634,0.9470198675496688,0.9711384286477819,0.0409208519012746,0.13099146421536437
127,0.7767953467369091,-0.0007272831050830258,-0.0010381861227722377,0.02579285555833323,0.055929888754481114,0.16417023689084703,0.037981463137140695,2.0543198446986013,0.695,1.0,4165,0.7469512195121951,283,3586,0.9496644295302014,0.9572877736252002,0.04652389842229922,0.17586890243902437
128,0.7867953467369091,0.0009650847406477279,0.0028128578408775943,0.026348391861394684,0.05934028918460654,0.09048043951692232,0.039541385820485525,1.9679446036433335,0.6616666666666666,1.0,4316,0.7927994121969141,267,3618,0.9468085106382979,0.9617224880382775,0.04573450066171231,0.13709772226304184
129,0.7967953467369091,-0.0009472389685390573,0.0020339677598900734,0.060106063935211326,0.027234936927376385,1.5430913733755307,0.04045966955164529,1.9855345389390853,0.635,1.0,4102,0.8328934010152285,275,3649,0.9482758620689655,0.9720298348428343,0.03984715154410008,0.10611269035532993
130,0.8067953467369091,-0.0004369596475577735,0.0003285910112480481,0.06761033750117032,0.026553880277739795,1.5766704269236227,0.042371178972783585,1.8120875300099508,0.6083333333333333,1.0,3882,0.8516893374286968,237,3731,0.92578125,0.9849524815205913,0.04463313423970433,0.0902223197308761
131,0.8167953467369091,0.0017548703721925619,-0.008908002390359224,0.026127147439642586,0.061875746679626815,-0.06103343517094893,0.04020742165865134,1.874063597241223,0.6316666666666667,1.0,3345,0.7664986251145738,250,3672,0.9124087591240876,0.9740053050397878,0.056792967918062306,0.1474950351359609
